name,height,width,aspect_ratio,compression_ratio,file_size,image_area,entr_color,b_mean,g_mean,r_mean,r_skew,g_skew,b_skew,r_var,g_var,b_var,r_kurt,g_kurt,b_kurt,entr_hsv,h_mean,s_mean,v_mean,h_skew,s_skew,v_skew,h_var,s_var,v_var,h_kurt,s_kurt,v_kurt,lbp,entr_HOG,edges,avg_edge_len,snr,entr_noise
001101c73688$3484a970$00000000@b68b08fd13ca498_subject_genre00.png,300,376,1.2533333333333334,80.78300310336596,4189,112800,1.2277782019784971,232.61,230.939,242.706,-4.5642591656301645,-4.3876411026170645,-5.6974916123069246,2452.9196180817207,1959.9907091374923,1241.4267502371474,22.139582781887821,20.958974085823783,35.4190390305276,1.181262801766676,111.95965425531915,26.69554964539007,249.36510638297872,-4.9877093836458446,4.0854094482599601,-5.3057760265955274,393.86621677954565,2757.1852992129543,472.92495020987246,26.730240480590485,17.69502719310352,29.731609745622347,0.51341099673669421,0.3629158226828042,1,101.0,5.48281117942,1.9692134933843968
001101c73e31$dd885ed0$00000000@vanessa_novel_vikram0000.png,276,376,1.3623188405797102,74.73067690830533,4166,103776,0.94393358532093496,235.574,238.436,243.254,-4.3713501233840288,-4.1637799464957208,-4.5159975194094919,2693.8412527101905,2347.6149747048903,1594.4038930378222,20.400388797688251,19.267855296737327,25.003538797104937,0.91186263032222203,49.037879663891459,25.463980111008325,250.37590579710144,0.10846934302648846,3.5939118697622803,-5.025700432790515,2626.0221449775113,3228.5421282356533,521.49764312074274,1.0292273485653911,14.701042474614821,26.758900604239276,0.5272752972005561,0.41840843015882806,1,101.0,5.19118460524,2.3454316945628269
000901c72ec9$29002cd0$00000000@pinco0f50733e9_electfical.png,392,432,1.1020408163265305,107.24762507916402,4737,169344,0.91367966516374377,239.652,244.457,239.056,-4.8299452458030228,-4.5220797968059037,-4.8655332715989541,1884.8969960376278,2311.4843601447947,1933.7202246328457,25.391046719672552,22.045211733607932,25.932319164623326,0.90401946705033054,57.782259778911566,22.693464191232049,248.24410076530611,0.098930773376296091,4.7313990067591467,-5.8346913700921892,908.04478640881382,2153.9921090695625,1396.41519641594,1.4053774178594354,23.595013398602564,36.577251294408683,0.52944140113853511,0.24263824705977288,4,45.5,5.41233566008,2.2932919958734974
000e01c73014$3fa69770$00000000@aaron1ck9i6btm_wikipedia0000.png,324,812,2.506172839506173,76.77665369649806,10280,263088,1.2109989892030009,236.204,234.381,239.996,-4.4764105924540338,-4.3696388544038705,-4.2651070212078848,2406.9536237062266,2328.8065164755385,2452.7483608084017,21.544912399082314,20.466806443618466,19.995362596155381,0.91923616123659735,63.549846439214257,24.073302469135804,246.20037401933953,-0.02329255196550669,4.1982123193361618,-4.9580723172787646,2737.4933779084331,2638.7579065551804,1801.3511845252578,1.0308251287883412,18.755554551943352,26.669528756729704,0.54452648946222904,0.38852607140966661,8,11.0,4.96852734146,2.2049874720180682
001301c733c8$8fb889a0$002f72e4@u3odoud2lubsa7_unchristian.png,240,440,1.8333333333333333,73.04588425178694,4337,105600,0.59904647641210507,236.842,238.393,238.532,-5.9185888802487066,-3.4920839010246554,-3.3333648447845996,886.85665583954392,3713.713652591407,4290.3439615905454,42.65105618445984,13.444110508173964,12.118101470669826,0.82854468592992703,27.659128787878789,29.54534090909091,250.69719696969696,2.0888033836061801,3.220403697191216,-5.6938054691495008,741.96083296099857,3989.94750809882,561.88311982408004,8.2868373545870266,11.599630442742543,34.541528050435879,0.64302559788885605,0.46875718376440373,19,63.526315789473685,4.99384654966,1.5549457368128294
8486679201.20070210221040@gerunds.com_apology.png,208,296,1.4230769230769231,70.47081266692102,2621,61568,0.7151592690566333,245.14,242.135,240.42,-3.4260742429949054,-3.8306639168692986,-4.3804339383321009,2431.4300842984067,2052.4493965923302,1556.3567495573927,13.619546373823791,17.129397902638868,21.532122609819254,0.52415543206906434,3.1441170738045736,9.3871654106029112,246.70846868503119,7.6310822305170598,4.5745804586082501,-4.8563643570452983,343.27169180249371,1738.6301125295608,1213.1908376959677,63.853160339971858,23.060104876572446,26.685647239197461,0.51452710064836094,0.32563938624510047,0,0,5.55491275504,0.87210317591447617
000b01c72ba1$1ff271a0$6402a8c0@p508346DA.dip.t-dialin.net_dvlafogoux00.png,420,535,1.2738095238095237,105.04908835904628,6417,224700,0.7563485141408105,234.327,232.365,233.375,-3.438349660205779,-3.1132496939058671,-3.5251676603025826,3399.5940168848106,4003.9985224678348,2795.9220824302733,13.509670036713947,11.287937477977566,14.888182416268522,0.6314106421697091,62.318526924788607,15.912323097463284,239.31450823319983,2.1545808653353284,3.8218086261377415,-4.0527998560534932,416.0995779794842,2607.4496000309009,2206.7214972169863,14.455739627902831,16.740851310545679,19.70120436566037,0.47490755460690587,0.28419781230338637,30,179.33333333333334,3.94307170094,0.97613771599429711
000901c73ae7$949ad560$00000000@20mm9c2b839b6d_algehra0000.png,264,348,1.3181818181818181,67.58607160372732,4078,91872,0.98866708012300009,228.595,242.035,238.655,-4.0570814869774452,-3.8991782464562572,-4.6486925828516759,2901.9434642052443,2654.3327927202272,1670.4558348118558,17.790016015257301,16.803415233896203,24.728837793634696,0.96845290337799672,83.227719000348316,32.854895942180427,249.39725923023337,-3.8502996413316923,3.5052956156331221,-4.7383206152555619,269.26863635743285,3347.4138805260104,675.33674641480081,19.441118533351933,13.572632942770875,23.772360166651943,0.55432415978518079,0.40832395945393302,1,101.0,4.91070054893,1.788506225926551
000b01c73f9d$c5865900$6601a8c0@IGLD-80-230-179-111.inter.net.il_vvoxersp0k0.png,469,503,1.072494669509595,63.52401041199174,11141,235907,0.75750866132967198,233.262,232.914,235.454,-3.7120790691058434,-3.1548869852789676,-3.3325260492632718,2863.6439259705135,3888.3186353886717,3095.0828211236681,15.827107517496874,11.589937295239231,13.232792194020503,0.70837007397503737,64.565082850445307,16.498832166913232,240.15767230306858,3.0541562178445316,3.766277240495898,-4.0926973968905385,482.06441336996824,2735.8250592535232,2003.3926700508475,15.284313118539561,16.227062047668912,20.263541817724654,0.51999179644555449,0.32723622934555391,35,172.31428571428572,4.09132605816,1.1942260334613033
000901c74c53$a14e7aa0$00000000@CVM002_storytodos.png,352,332,0.9431818181818182,80.61439411358933,4349,116864,0.8858713138345371,234.277,244.495,241.065,-4.8833736669403649,-4.5505250331356981,-4.5522735659558187,1999.2564284675218,2346.19833480229,1310.0609089275476,25.464178084621402,22.238426198176501,27.936961622217318,0.85393747006685261,58.365767045454547,25.540893688389922,251.27895673603504,0.84961581478997883,4.0027305613442303,-5.6939639833540339,955.30672914131947,2435.2081716973134,473.11051410972902,4.6089239788177663,18.82650401097548,33.534378139979715,0.51438896648058319,0.3971499917014758,2,140.5,5.60025422213,2.1798862634440916
peanuts.png,410,456,1.1121951219512196,33.890030211480365,16550,186960,1.7194161585258381,192.12,220.109,212.302,-1.8555559828320189,-3.6656961656646363,-3.3022503187961649,1577.2815216170391,1112.8794655512706,942.31355537845195,8.141894880968783,18.612463352430471,15.313474584331304,1.710556674334605,78.620255669661958,61.985189345314502,235.50632220795893,0.23159182719158319,3.7664826947770522,-4.273624556337916,980.30425008573548,843.25230659822307,494.38763861140791,1.6847103994638992,17.245557873910283,22.166461249937289,0.66324944192507451,0.60383220954264671,8,10.75,7.50855277486,4.6686929016349907
001c01c73252$2d69bd40$88c4ebe3@xavi_distrustfully0000.png,236,693,2.9364406779661016,30.003302146395157,16353,163548,2.4066212585425149,37.9165,43.0122,34.4712,2.3418700645434658,3.3156117937022866,2.8281331278929942,2012.5160351458603,1357.957186619137,1783.1873650999407,9.196928384585803,16.50107268652836,13.03814376021262,2.391399429909268,71.498104532002841,221.5011495096241,60.457358084476731,0.46289702644034036,-1.3912632690923767,3.4074355708704389,1946.4523862400717,1024.6436485162806,1850.8783751171295,1.8694246415656584,5.7913688565377601,13.036193779862456,0.61237618864020882,0.59459851141094267,27,28.518518518518519,1.16910228956,2.8467480951906197
78.png,120,288,2.4,40.75471698113208,2544,34560,1.1486964049408628,235.162,235.572,242.71,-5.1744617885398467,-5.4589248409742082,-4.9210795331295456,1861.0312798402731,1564.722011632281,1709.2101044590411,28.011131110828355,31.4641518998788,26.717581856509565,1.1475856880844137,125.80083912037037,18.528877314814814,244.68608217592592,-0.33806571854557899,5.0839515382633094,-5.8607940594310461,419.57557150570074,1655.666459690379,1215.0713072000526,3.7410606072496471,27.461945048637808,36.767580354546453,0.58228330636348158,0.4029061274533427,0,0,5.96463349685,2.420999086470994
001b01c74c57$a8ba5d00$06133aec@r_maritime000.png,280,444,1.5857142857142856,76.96244325216674,4846,124320,0.34803935640570971,245.119,241.723,245.316,-4.7185932591236854,-3.8778835361088029,-4.7619590956779163,2211.0468713551427,2736.6001335274577,2017.161399303405,23.538135399179751,16.61656514765594,24.953948280934792,0.31986658864319828,4.0476190476190474,14.763835263835263,251.48759652509654,5.7325486139255739,3.7445320204359667,-7.6018944948151184,455.15512588774106,3366.492476639502,484.59721260500572,35.908178098254261,15.224616233688728,71.094234720634049,0.51613187090950996,0.31867550518271498,4,120.25,5.31773453922,0.66753999054737678
001c01c7449f$ce13c740$06daf554@operation_stays000.png,233,456,1.9570815450643777,79.23042505592841,4023,106248,0.30566331838026517,245.528,242.218,246.074,-5.0151835067484773,-4.0115165315379455,-4.8620719532818759,2131.2433103993526,2750.7380349562809,2035.6094007360207,26.295119256401776,17.510592670799824,25.56557757762431,0.27094610351579601,4.1628454182666967,14.275826368496348,252.03994428130412,5.6428001408991797,3.8577239294959065,-8.7528563134660846,487.36322388936298,3414.2058282346311,460.77220511139285,34.865809302305784,15.906291759960665,90.009789381469346,0.50629810246180418,0.31623261392272534,1,455.0,5.3552405294,0.52427745160769579
000d01c735b7$a5e983a0$00000000@ingmundheidi_popups0000.png,268,384,1.4328358208955223,74.91773841300655,4121,102912,1.2476873386987388,236.305,236.588,235.435,-4.2986994663011471,-4.1398901082157913,-4.6205608954199446,2505.1103186248311,2353.3132901244767,1643.1759481493718,19.776539626010777,18.729454050587581,26.004462260153904,1.2271036462834415,39.819719760572141,24.762253187189053,246.80346315298507,0.3966169183338078,3.8054206544004243,-4.8595314080572587,1968.3292967779721,3061.493854386129,566.79269315945135,1.7681222155421272,15.703095907754932,25.570553162129762,0.5290037500960979,0.42179658658935104,1,101.0,5.14280525841,2.5593089965598468
4592F476.2020701@virushelp.org_concentrate.png,205,292,1.424390243902439,19.317986230636834,9296,59860,1.5008005108703402,25.3626,18.6224,27.3964,3.3171341932272114,4.0375916592414987,3.2720673225319095,2321.0130473278873,1546.001637180708,1899.2992198332749,13.196074311787047,19.034255069162224,14.393169976311871,1.8748167032990288,113.50972268626796,183.83985967256933,37.021683929168056,-0.044535315896622824,-0.88211411800128536,3.1893285991779496,2360.8141021633605,1282.5099466215815,2717.7382825349555,1.5784677291595548,3.0647733736186162,12.203000349727423,0.59641738625910568,0.74966932593730784,114,14.652616004928371,0.535072021801,3.5989033171236913
31.png,627,371,0.5917065390749602,60.118108201240524,11608,232617,0.50599983975248342,221.127,231.204,236.844,-3.3379640643097521,-3.0817279973204812,-3.1249551117913996,3806.9778863018882,4221.2737214980916,4021.7312652612031,12.584808861766636,10.712867010966404,10.914126526729776,0.50416286473195915,91.541834861596527,21.246787638048811,238.61164059376571,-3.3773340169416555,5.6370851074137809,-3.5918423190242001,615.5212845807871,1545.3292880200097,3422.489188188259,12.593061558936805,33.505770600268328,14.451345739608671,0.58306708216917569,0.49662745804287695,28,19.573209843611462,3.6845099386,1.0586421768738776
45CC98C5.3010205@redelight.com.br_falsehood0.png,389,401,1.0308483290488433,31.5108073530402,14851,155989,1.4414226513796802,206.535,216.261,229.036,-3.4810756774976102,-3.277893573140561,-4.7241707343274877,1489.6504859348156,1323.6074569838706,1069.8135754032362,16.145273683023181,15.791872469931855,25.242184882555552,1.4424206880743491,99.668476623351651,45.137093000147445,238.9929674528332,-0.01945148497311186,4.0538915990465281,-4.4797246850602903,792.20311562491997,1227.3093524257752,785.90736008728743,1.8171817946644144,19.475287580367493,25.067178790221682,0.63668793085800646,0.60435197268539698,2,11.5,6.6914109491,3.8235476212579234
001501c74ef0$5e7a7630$0140cfbc@archimede_weak.png,269,422,1.5687732342007434,72.95501285347044,4668,113518,0.36635837787808523,244.881,240.386,243.673,-4.3398263820838121,-3.667949754038307,-4.6934129589044646,2613.952095280883,3029.0009778271096,2021.7633658394777,20.017235105762204,14.933324411225009,24.43486733682607,0.33032859087330713,4.0315632763086029,16.220079634947762,251.11053753589738,5.7748547058524347,3.550402661466233,-7.1236902368967367,454.3068431052705,3725.6959816633639,526.49140635322942,36.517094992672419,13.745991206684788,62.996510797833956,0.55114511850035486,0.33304949823898133,3,147.0,4.96304851097,0.71616342523571297
9574705231.20061231075212@gluecksburg.com_fabled000.png,208,296,1.4230769230769231,70.47081266692102,2621,61568,0.7151592690566333,245.14,242.135,240.42,-3.4260742429949054,-3.8306639168692986,-4.3804339383321009,2431.4300842984067,2052.4493965923302,1556.3567495573927,13.619546373823791,17.129397902638868,21.532122609819254,0.52415543206906434,3.1441170738045736,9.3871654106029112,246.70846868503119,7.6310822305170598,4.5745804586082501,-4.8563643570452983,343.27169180249371,1738.6301125295608,1213.1908376959677,63.853160339971858,23.060104876572446,26.685647239197461,0.51452710064836094,0.32563938624510047,0,0,5.55491275504,0.87210317591447617
